DM_max_cosSim,DM_mean_cosSim,DBOW_max_cosSim,DBOW_mean_cosSim,DM_DBOW_max_cosSim,DM_DBOW_mean_cosSim,Annotation
1.6700482714824163,0.8013116619685932,0.8489894920765164,1.253225085965084,0.7699998278776784,-0.27827691684852435,correct_but_incomplete
-1.259422878396297,-1.6348196114291615,-0.09347353472069587,0.4778765903272669,0.030000790793333964,0.22077124540371387,correct
-0.67975461816764,-0.5852043199435428,0.04317515747376166,0.5572408534130256,0.47868981511881936,0.7359156417876404,incorrect
2.6531419560222296,2.5006958866465214,0.029613525590452088,-0.09187810920839157,0.69330214233047,0.4559839570700048,incorrect
-1.026101396755515,-0.4962917039851311,0.47705352561591574,1.3676172373686928,-1.4190358245154038,-0.7392912355476592,incorrect
-0.49802596275270733,0.04648447460617736,0.47616193044019683,0.7170455051857052,-0.3783979963512046,-0.1593075734477761,correct
0.24656518839874916,0.45667296981849853,0.7508201706236299,0.15261762737580267,0.5246277451211254,0.34941131011745213,correct
-0.23753661312464253,-0.34607030513991494,0.3554211732230474,-0.03511248374705241,0.3848977736212468,-0.07486724842629607,incorrect
3.293937919222273,1.0792844931155607,2.0398321644043818,-1.0709909874263897,2.681945551222824,-0.6019540120692177,correct
-0.23984414037356225,0.14387913091543333,-0.5859625541509259,-0.31867157965345755,-0.1471955714768114,0.07116713381684826,correct_but_incomplete
0.9470085540708711,1.199074712105555,1.0264169320446632,0.8101841759663482,1.5296145123504945,1.4581043401074028,incorrect
-0.137877558921293,-1.1314030762202798,0.6359451711414764,0.648334885551459,1.1674562101808343,1.093797234538173,incorrect
-0.3308826210809472,-1.205062900319717,-3.045498235465519,-3.012160153083956,-2.491593202286034,-2.4998817478710054,correct_but_incomplete
0.7852639553965841,1.5072555115195647,-0.9604794540149246,-0.9175354767005708,-0.6595724175288745,-0.18267307460667914,correct_but_incomplete
0.06818897823224734,-0.3468887476299087,0.5165183436569663,1.2716268337449688,0.7523003619821692,1.0989895681290405,correct_but_incomplete
-0.9396344322959902,-1.1913725895780034,1.1228030631461108,1.6791555989053317,1.6264321035737954,1.4642053320766721,correct_but_incomplete
-1.0299327627537216,-1.1306590375930126,0.6129983268821734,0.4163222059407535,1.1468320462171204,1.1919972435754511,incorrect
2.5329763860784795,2.8743520852600306,0.432661471077469,0.18183443744737338,0.7696468470763435,0.8680605316752147,correct
-0.9218272880543258,-0.8381774532143378,0.503379046330576,0.37252389397342683,0.9994877745741593,0.6321338741401795,correct_but_incomplete
-1.6019382909859656,-2.3381593257846984,-0.09882310577501148,-0.13400842649391628,0.24945399756614975,-0.07279031498994921,incorrect
-0.5114792819964098,-0.6925690938581772,1.029701756376261,0.8870733501694323,1.5217480830636005,1.1433191161610696,correct
-0.4772146792624491,-1.9089234417143406,-0.10234256041600898,-0.5274937525591039,-0.2248513477705008,-0.4663042970078082,correct_but_incomplete
-0.6494955344318044,-0.2499405144970129,0.0390456640283248,-0.38114067080095937,-0.05889994531431127,-0.5975405285169806,correct_but_incomplete
0.3074316618702577,-0.25723209304422995,0.9159999084411059,0.3129603419490639,0.7138758804654213,0.3664162026275431,correct
-0.8347507880950863,-0.20492617754735673,0.08137297184405315,0.8513459802108265,0.46255354991493597,0.285545606949784,correct
0.34831407860112074,0.6578610146315073,0.589816852313471,0.2978945835327842,0.829502305816999,0.8321685257283443,incorrect
3.062009661580839,1.8007787499764134,0.28320196398978104,0.34147767037987864,0.56653160882246,0.6845764434079397,incorrect
2.181840399992846,1.2213958709235662,0.28198188638090227,-0.2906923140232238,0.5514542860225817,0.08512153034230417,correct_but_incomplete
-0.9770773272784632,-0.6651140685120234,1.0983076588447693,0.6278346928493073,0.4309869811098392,0.11114810246652684,correct
-0.06538637270522615,-0.14116206719057114,-0.029466386316423496,-0.598679461076025,-1.7415594252780249,-1.3777535547146855,incorrect
0.3965979978285187,-0.04160969886224065,0.7427488879802763,0.8147039034912318,1.1411339275669987,1.4096858293725651,contradictory
0.18948654267546788,-0.3288086089873195,0.17100175003478585,-0.37113270271014526,0.27602840932379535,-0.049554622170817644,incorrect
0.4763165335412026,0.19380412280505202,0.3677627274974782,-0.30096931351432893,0.48141280987197516,-0.4197680071996597,correct_but_incomplete
0.40190966432603253,0.5627728780667791,0.27118889214851055,0.614060285154423,0.5655230922472174,0.3204640503483669,correct
